Date reported,Ping Time(ms.),Provider,Source,Time collected,Time reported(PT)
17.Jul.2019,91.76,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,04:34
17.Jul.2019,90.39,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,14:41
17.Jul.2019,87.47,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:14
18.Jul.2019,87.3,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,08:52
18.Jul.2019,88.53,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:36
17.Jul.2019,87.73,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,07:48
17.Jul.2019,69.2,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:04
17.Jul.2019,87.49,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:30
18.Jul.2019,68.43,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,12:45
18.Jul.2019,71.64,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:36
04.Jul.2019,102.51,windstream,Is it down right now?,Thu 18 Jul 2019 14:16:32,20:42
08.Jul.2019,101.9,windstream,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:21
10.Jul.2019,107.39,windstream,Is it down right now?,Thu 18 Jul 2019 14:16:32,05:51
12.Jul.2019,98.55,windstream,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:08
15.Jul.2019,104.35,windstream,Is it down right now?,Thu 18 Jul 2019 14:16:32,03:43
07.Jul.2019,104.95,windstream,Is it down right now?,Thu 18 Jul 2019 14:16:32,05:54
09.Jul.2019,98.06,windstream,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:45
12.Jul.2019,98.59,windstream,Is it down right now?,Thu 18 Jul 2019 14:16:32,10:52
14.Jul.2019,98.48,windstream,Is it down right now?,Thu 18 Jul 2019 14:16:32,06:33
18.Jul.2019,107.42,windstream,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:38
17.Jul.2019,5.66,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:20
17.Jul.2019,5.36,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,22:19
18.Jul.2019,4.97,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,03:02
18.Jul.2019,4.9,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,07:08
18.Jul.2019,5.33,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,13:00
17.Jul.2019,5.18,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:25
18.Jul.2019,4.95,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:53
18.Jul.2019,6.47,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,05:08
18.Jul.2019,5.43,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,10:13
18.Jul.2019,5.43,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:29
12.Jul.2019,235.36,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,14:58
14.Jul.2019,233.04,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,23:06
16.Jul.2019,228.65,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:49
16.Jul.2019,230.38,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,07:55
18.Jul.2019,232.24,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,14:17
13.Jul.2019,228.8,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,18:45
15.Jul.2019,235.61,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:35
16.Jul.2019,230.17,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,04:04
16.Jul.2019,235.48,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:05
18.Jul.2019,231.5,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:33
06.Jul.2019,40.5,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:59
08.Jul.2019,43.45,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:22
12.Jul.2019,44.83,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:47
15.Jul.2019,43.27,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:37
17.Jul.2019,38.29,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:08
07.Jul.2019,38.05,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,12:06
10.Jul.2019,39.1,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,23:36
13.Jul.2019,36.18,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:25
17.Jul.2019,47.43,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:25
17.Jul.2019,43.23,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:06
17.Jul.2019,4.88,Comcast,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:36
17.Jul.2019,4.92,Comcast,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:55
18.Jul.2019,5.1,Comcast,Is it down right now?,Thu 18 Jul 2019 14:16:32,03:30
18.Jul.2019,4.99,Comcast,Is it down right now?,Thu 18 Jul 2019 14:16:32,07:54
18.Jul.2019,5.32,Comcast,Is it down right now?,Thu 18 Jul 2019 14:16:32,13:13
17.Jul.2019,6.67,Comcast,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:49
18.Jul.2019,5.0,Comcast,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:03
18.Jul.2019,7.17,Comcast,Is it down right now?,Thu 18 Jul 2019 14:16:32,05:38
18.Jul.2019,5.5,Comcast,Is it down right now?,Thu 18 Jul 2019 14:16:32,10:45
18.Jul.2019,6.41,Comcast,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:52
17.Jul.2019,125.74,Cox,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:47
18.Jul.2019,125.54,Cox,Is it down right now?,Thu 18 Jul 2019 14:16:32,02:13
18.Jul.2019,510.01,Cox,Is it down right now?,Thu 18 Jul 2019 14:16:32,06:31
18.Jul.2019,1510.82,Cox,Is it down right now?,Thu 18 Jul 2019 14:16:32,11:01
18.Jul.2019,1511.25,Cox,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:15
18.Jul.2019,1511.13,Cox,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:05
18.Jul.2019,125.4,Cox,Is it down right now?,Thu 18 Jul 2019 14:16:32,04:26
18.Jul.2019,1510.91,Cox,Is it down right now?,Thu 18 Jul 2019 14:16:32,08:32
18.Jul.2019,125.56,Cox,Is it down right now?,Thu 18 Jul 2019 14:16:32,13:12
18.Jul.2019,125.42,Cox,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:36
17.Jul.2019,5.0,att,Is it down right now?,Thu 18 Jul 2019 14:16:32,22:11
18.Jul.2019,5.32,att,Is it down right now?,Thu 18 Jul 2019 14:16:32,02:29
18.Jul.2019,6.23,att,Is it down right now?,Thu 18 Jul 2019 14:16:32,06:45
18.Jul.2019,4.94,att,Is it down right now?,Thu 18 Jul 2019 14:16:32,11:53
18.Jul.2019,5.06,att,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:08
18.Jul.2019,5.39,att,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:21
18.Jul.2019,4.92,att,Is it down right now?,Thu 18 Jul 2019 14:16:32,04:30
18.Jul.2019,5.01,att,Is it down right now?,Thu 18 Jul 2019 14:16:32,08:55
18.Jul.2019,5.11,att,Is it down right now?,Thu 18 Jul 2019 14:16:32,13:58
18.Jul.2019,4.98,att,Is it down right now?,Thu 18 Jul 2019 14:16:32,18:13
10.Jul.2019,260.52,Mediacom,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:57
11.Jul.2019,260.63,Mediacom,Is it down right now?,Thu 18 Jul 2019 14:16:32,08:16
12.Jul.2019,260.18,Mediacom,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:50
16.Jul.2019,260.6,Mediacom,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:55
17.Jul.2019,259.91,Mediacom,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:28
10.Jul.2019,260.06,Mediacom,Is it down right now?,Thu 18 Jul 2019 14:16:32,06:05
12.Jul.2019,266.22,Mediacom,Is it down right now?,Thu 18 Jul 2019 14:16:32,10:12
16.Jul.2019,259.66,Mediacom,Is it down right now?,Thu 18 Jul 2019 14:16:32,05:11
17.Jul.2019,261.69,Mediacom,Is it down right now?,Thu 18 Jul 2019 14:16:32,08:19
17.Jul.2019,260.07,Mediacom,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:42
17.Jul.2019,83.81,Frontier,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:38
17.Jul.2019,100.12,Frontier,Is it down right now?,Thu 18 Jul 2019 14:16:32,20:44
18.Jul.2019,81.22,Frontier,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:38
18.Jul.2019,82.19,Frontier,Is it down right now?,Thu 18 Jul 2019 14:16:32,06:32
18.Jul.2019,77.76,Frontier,Is it down right now?,Thu 18 Jul 2019 14:16:32,12:50
17.Jul.2019,86.12,Frontier,Is it down right now?,Thu 18 Jul 2019 14:16:32,18:41
17.Jul.2019,84.67,Frontier,Is it down right now?,Thu 18 Jul 2019 14:16:32,22:48
18.Jul.2019,81.37,Frontier,Is it down right now?,Thu 18 Jul 2019 14:16:32,03:49
18.Jul.2019,82.12,Frontier,Is it down right now?,Thu 18 Jul 2019 14:16:32,09:05
18.Jul.2019,79.72,Frontier,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:55
17.Jul.2019,34.52,Suddenlink,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:03
17.Jul.2019,31.06,Suddenlink,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:06
17.Jul.2019,31.7,Suddenlink,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:51
18.Jul.2019,36.25,Suddenlink,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:05
18.Jul.2019,36.85,Suddenlink,Is it down right now?,Thu 18 Jul 2019 14:16:32,13:48
17.Jul.2019,35.1,Suddenlink,Is it down right now?,Thu 18 Jul 2019 14:16:32,06:04
17.Jul.2019,30.22,Suddenlink,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:40
17.Jul.2019,32.46,Suddenlink,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:53
18.Jul.2019,32.27,Suddenlink,Is it down right now?,Thu 18 Jul 2019 14:16:32,03:40
18.Jul.2019,34.73,Suddenlink,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:55
17.Jul.2019,9.62,Verizon,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:34
17.Jul.2019,10.11,Verizon,Is it down right now?,Thu 18 Jul 2019 14:16:32,20:39
18.Jul.2019,10.35,Verizon,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:36
18.Jul.2019,11.9,Verizon,Is it down right now?,Thu 18 Jul 2019 14:16:32,06:33
18.Jul.2019,10.21,Verizon,Is it down right now?,Thu 18 Jul 2019 14:16:32,14:18
17.Jul.2019,9.46,Verizon,Is it down right now?,Thu 18 Jul 2019 14:16:32,18:32
17.Jul.2019,10.74,Verizon,Is it down right now?,Thu 18 Jul 2019 14:16:32,23:09
18.Jul.2019,11.03,Verizon,Is it down right now?,Thu 18 Jul 2019 14:16:32,04:28
18.Jul.2019,9.94,Verizon,Is it down right now?,Thu 18 Jul 2019 14:16:32,09:34
18.Jul.2019,10.29,Verizon,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:18
17.Jul.2019,11.61,T-Mobile,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:16
17.Jul.2019,7.39,T-Mobile,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:35
18.Jul.2019,6.99,T-Mobile,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:22
18.Jul.2019,6.96,T-Mobile,Is it down right now?,Thu 18 Jul 2019 14:16:32,05:52
18.Jul.2019,8.89,T-Mobile,Is it down right now?,Thu 18 Jul 2019 14:16:32,12:39
17.Jul.2019,7.45,T-Mobile,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:19
17.Jul.2019,16.38,T-Mobile,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:47
18.Jul.2019,7.09,T-Mobile,Is it down right now?,Thu 18 Jul 2019 14:16:32,02:52
18.Jul.2019,6.94,T-Mobile,Is it down right now?,Thu 18 Jul 2019 14:16:32,09:21
18.Jul.2019,12.64,T-Mobile,Is it down right now?,Thu 18 Jul 2019 14:16:32,14:50
17.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:11
17.Jul.2019,5.83,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:59
18.Jul.2019,5.14,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:16:32,02:23
18.Jul.2019,5.39,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:16:32,08:08
18.Jul.2019,5.95,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:16:32,14:20
17.Jul.2019,6.25,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:43
18.Jul.2019,4.89,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:16
18.Jul.2019,5.72,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:16:32,05:01
18.Jul.2019,5.27,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:16:32,11:57
18.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:32
17.Jul.2019,5.56,DirecTV,Is it down right now?,Thu 18 Jul 2019 14:16:32,08:41
17.Jul.2019,5.1,DirecTV,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:44
18.Jul.2019,6.42,DirecTV,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:11
18.Jul.2019,5.06,DirecTV,Is it down right now?,Thu 18 Jul 2019 14:16:32,04:39
18.Jul.2019,5.24,DirecTV,Is it down right now?,Thu 18 Jul 2019 14:16:32,13:47
17.Jul.2019,5.25,DirecTV,Is it down right now?,Thu 18 Jul 2019 14:16:32,11:30
17.Jul.2019,7.57,DirecTV,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:57
18.Jul.2019,6.1,DirecTV,Is it down right now?,Thu 18 Jul 2019 14:16:32,02:27
18.Jul.2019,5.42,DirecTV,Is it down right now?,Thu 18 Jul 2019 14:16:32,11:40
18.Jul.2019,6.28,DirecTV,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:51
17.Jul.2019,5.13,MetroPCS,Is it down right now?,Thu 18 Jul 2019 14:16:32,06:52
17.Jul.2019,5.3,MetroPCS,Is it down right now?,Thu 18 Jul 2019 14:16:32,20:14
18.Jul.2019,5.11,MetroPCS,Is it down right now?,Thu 18 Jul 2019 14:16:32,02:21
18.Jul.2019,5.41,MetroPCS,Is it down right now?,Thu 18 Jul 2019 14:16:32,06:47
18.Jul.2019,7.89,MetroPCS,Is it down right now?,Thu 18 Jul 2019 14:16:32,14:04
17.Jul.2019,4.97,MetroPCS,Is it down right now?,Thu 18 Jul 2019 14:16:32,13:27
17.Jul.2019,5.15,MetroPCS,Is it down right now?,Thu 18 Jul 2019 14:16:32,22:50
18.Jul.2019,5.05,MetroPCS,Is it down right now?,Thu 18 Jul 2019 14:16:32,04:36
18.Jul.2019,7.4,MetroPCS,Is it down right now?,Thu 18 Jul 2019 14:16:32,11:35
18.Jul.2019,12.94,MetroPCS,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:18
